name,team,Pos,wRC,oWAR,offWAR,atBats,plateAppearances,hits,doubles,triples,homeRuns,walks,hitByPitch,sacFlies,sacBunts,intentionalWalks,strikeouts,doublePlays,steals,caughtStealing,runs,rbis,avg,obp,slg,ops,wOBA,wRAA,wSB,spd,ubr,PosAdj
김민식,Landers (KBO),포수,54.9987494,0.003100041,-0.259399959,106,126,22,5,0,1,16,0,0,4,0,33,2,0,0,10,10,0.20754717,0.31147541,0.283018868,0.594494278,0.283616217,-7.664877476,0.052932577,1.836851137,-1.28205469,0.2625
원성준,Heroes (KBO),지명,69.43208713,-0.28264658,0.079020087,111,124,28,5,0,2,10,0,2,1,0,36,2,2,0,12,11,0.252252252,0.308943089,0.351351351,0.660294441,0.30399999,-5.123863607,0.451278434,3.254047258,-0.737213959,-0.361666667
김동진,Lions (KBO),2루,-30.15541049,-0.520387537,-0.537887537,37,42,4,0,0,1,3,0,0,2,0,10,1,0,0,5,2,0.108108108,0.175,0.189189189,0.364189189,0.163355533,-7.389611481,0.009924858,3.648717949,-0.099188752,0.0175
김두현,Tigers (KBO),유격,15.86444446,-0.019215695,-0.024215695,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.5,0.228348004,-0.454935311,0.001654143,6.414285714,0.011124219,0.005
공민규,Lions (KBO),3루,24.76356969,-0.091347753,-0.098431086,14,17,1,0,0,1,1,2,0,0,0,9,1,0,0,1,2,0.071428571,0.235294118,0.285714286,0.521008403,0.240915973,-1.728968941,0.004962429,-5.728571429,-0.110304352,0.007083333
김재성,Lions (KBO),포수,52.18586092,-0.010297274,-0.058213941,20,23,4,1,0,0,3,0,0,0,0,5,1,0,0,3,1,0.2,0.304347826,0.25,0.554347826,0.279643659,-1.486600468,0.009924858,1.652380952,-0.2554638,0.047916667
함창건,Twins (KBO),좌익,-2.493336279,-0.182062826,-0.160812826,14,17,2,0,0,0,2,0,0,1,0,3,1,0,0,3,0,0.142857143,0.25,0.142857143,0.392857143,0.202421856,-2.3553456,0.006616572,2.566883117,-0.109399228,-0.02125
이창용,Lions (KBO),1루,-9.36663655,-0.259270208,-0.215520208,21,21,4,1,0,0,0,0,0,0,0,4,0,0,0,1,2,0.19047619,0.19047619,0.238095238,0.428571429,0.192714899,-3.104661381,0.004962429,2.664285714,-0.105503124,-0.04375
김규성,Tigers (KBO),유격,73.60950375,0.075033476,0.056283476,12,15,3,1,0,0,2,0,0,1,0,4,0,1,0,5,2,0.25,0.357142857,0.333333333,0.69047619,0.309899631,-0.535117193,0.206616572,8.128571429,0.141335381,0.01875
최항,Giants (KBO),2루,54.70980026,-0.219850648,-0.279433982,132,143,33,3,1,0,10,1,0,0,0,32,3,0,1,17,12,0.25,0.307692308,0.287878788,0.595571096,0.283208143,-8.754883315,-0.580294659,3.851478469,-0.609161844,0.059583333
김건형,Wiz (KBO),우익,-36.52396823,-0.37268432,-0.34143432,24,25,3,1,0,0,1,0,0,0,0,8,0,0,0,2,1,0.125,0.16,0.166666667,0.326666667,0.154361408,-4.613802505,0.004962429,3.914285714,-0.055503124,-0.03125
최정용,Tigers (KBO),2루,-16.47327669,-0.118888648,-0.123055315,10,10,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.2,0.2,0.2,0.4,0.182678403,-1.574477222,0.003308286,-2.667346939,-0.159384215,0.004166667
임종찬,Eagles (KBO),중견,36.4578744,-0.212311077,-0.238977743,57,64,9,3,2,0,6,1,0,0,0,19,2,0,1,10,7,0.157894737,0.25,0.280701754,0.530701754,0.257431491,-5.497329915,-0.628264807,9.129130157,0.535817288,0.026666667
김재혁,Lions (KBO),1루,12.9275162,-0.551567561,-0.439067561,49,54,9,2,1,0,3,0,2,0,0,19,2,2,2,6,6,0.183673469,0.222222222,0.265306122,0.487528345,0.224200267,-6.356013072,-0.878033473,6.735573123,0.143370931,-0.1125
김동엽,Lions (KBO),지명,-39.97815503,-0.357446939,-0.296196939,18,21,2,1,0,0,0,1,1,0,1,5,0,0,0,1,2,0.111111111,0.19047619,0.166666667,0.357142857,0.149483163,-3.973650337,0.003308286,3.914285714,-0.041627343,-0.06125
장두성,Giants (KBO),중견,19.15650059,-0.032188864,-0.047605531,32,37,5,0,0,0,3,2,0,0,0,9,2,14,3,22,1,0.15625,0.27027027,0.15625,0.42652027,0.232997276,-4.043495061,0.87716029,22.10745313,0.840279466,0.015416667
이학주,Giants (KBO),유격,78.1590603,0.324104342,0.192854342,95,105,25,2,2,2,6,2,0,2,0,44,0,0,1,13,4,0.263157895,0.32038835,0.389473684,0.709862034,0.316324835,-3.100064341,-0.601798518,6.660457655,0.380406276,0.13125
김성우,Twins (KBO),포수,-145.8241613,-0.130734984,-0.14115165,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1.661516503,0,0,0,0.010416667
박주홍,Heroes (KBO),좌익,13.03136032,-0.452502204,-0.378752204,49,59,5,2,0,0,10,0,0,0,0,17,1,2,0,5,1,0.102040816,0.254237288,0.142857143,0.397094431,0.224346923,-6.936250633,0.42150386,3.816695375,-0.222775265,-0.07375
정현승,Landers (KBO),우익,56.04812767,-0.067343215,-0.028593215,29,31,7,0,0,1,2,0,0,0,0,6,0,1,0,1,4,0.24137931,0.290322581,0.344827586,0.635150167,0.285098223,-1.841828391,0.213233144,2.710152545,-0.207336901,-0.03875
박준형,Heroes (KBO),포수,-145.8241613,-0.130734984,-0.14115165,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1.661516503,0,0,0,0.010416667
윤준혁,Wiz (KBO),3루,17.5479894,-0.103343927,-0.110843927,17,18,3,2,0,0,1,0,0,0,0,6,0,0,0,3,0,0.176470588,0.222222222,0.294117647,0.516339869,0.230725624,-2.006244431,0.003308286,5.164285714,-0.005503124,0.0075
김성욱,Dinos (KBO),중견,65.07906967,0.291073777,0.12190711,353,406,73,8,2,17,30,15,5,3,0,79,7,10,4,54,60,0.206798867,0.29280397,0.385269122,0.678073092,0.297852353,-19.16557827,-0.435314504,5.935966103,0.519963879,0.169166667
이재원,Eagles (KBO),포수,44.35426966,-0.196789022,-0.513455689,134,152,32,4,0,1,6,4,5,2,1,21,4,0,0,10,16,0.23880597,0.286666667,0.291044776,0.577711443,0.268583335,-11.43366658,0.061203292,1.717406963,-1.362093603,0.316666667
김찬형,Landers (KBO),2루,-145.8241613,-0.25032297,-0.25407297,9,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-2.990729705,0,0,0,0.00375
송민섭,Wiz (KBO),우익,94.81561452,0.032202291,0.057202291,14,20,3,0,0,0,3,2,0,1,0,6,0,0,1,8,1,0.214285714,0.421052632,0.214285714,0.635338346,0.33984839,-0.140164286,-0.633227236,12.21015254,0.345414437,-0.025
강태율,Giants (KBO),포수,-145.8241613,-0.261469967,-0.282303301,10,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-3.323033005,0,0,0,0.020833333
김호진,Lions (KBO),3루,-68.50233923,-0.541326378,-0.554659711,29,32,2,0,0,0,1,1,1,0,0,11,1,0,0,4,3,0.068965517,0.125,0.068965517,0.193965517,0.109199307,-7.288967291,0.006616572,9.826984127,0.135753609,0.013333333
김범석,Twins (KBO),지명,74.19224452,-0.436987071,0.088012929,162,180,39,4,0,6,12,2,2,0,2,49,4,0,0,14,24,0.240740741,0.305555556,0.37654321,0.682098765,0.310722619,-6.279612266,0.071128151,1.235083815,-1.911386598,-0.525
박시원,Dinos (KBO),중견,46.79533537,-0.201075599,-0.262742266,131,148,28,4,1,2,14,0,1,2,0,45,2,3,0,17,15,0.213740458,0.287671233,0.305343511,0.593014744,0.27203078,-10.64440804,0.657895006,5.199589736,-0.04090963,0.061666667
박한결,Dinos (KBO),좌익,73.21424175,-0.037779076,0.050970924,65,71,12,1,0,7,6,0,0,0,0,29,1,0,0,8,14,0.184615385,0.253521127,0.523076923,0.77659805,0.309341415,-2.570824217,0.01654143,0.883609494,-0.486007975,-0.08875
김민석,Giants (KBO),좌익,33.18210392,-0.394688022,-0.290938022,76,83,16,3,1,0,2,4,0,1,0,20,4,3,1,14,6,0.210526316,0.268292683,0.276315789,0.544608472,0.252805218,-7.496887225,-0.016685805,7.9735862,0.454192806,-0.10375
장재영,Heroes (KBO),중견,58.024202,-0.134565949,-0.190815949,116,135,20,3,0,4,16,3,0,0,0,61,2,0,0,14,13,0.172413793,0.288888889,0.301724138,0.590613027,0.287888974,-7.660247795,0.052932577,2.017975466,-1.050844271,0.05625
김민수,Twins (KBO),1루,-4.43525973,-0.261617367,-0.215784033,20,22,3,0,0,0,1,1,0,0,0,4,1,0,0,1,0,0.15,0.227272727,0.15,0.377272727,0.199679336,-3.10584602,0.008270715,1.295238095,-0.160265029,-0.045833333
황재균,Wiz (KBO),3루,73.08310715,0.273530913,0.05019758,493,536,128,22,0,13,34,2,2,5,0,95,16,4,6,60,58,0.259634888,0.308851224,0.38336714,0.692218364,0.309156217,-19.5029274,-2.865377829,2.553808587,-3.929718972,0.223333333
박민석,Wiz (KBO),2루,-5.721534368,-0.173300079,-0.179133412,14,14,3,0,0,0,0,0,0,0,0,7,0,0,1,6,0,0.214285714,0.214285714,0.214285714,0.428571429,0.197862768,-2.00079034,-0.641497951,12.8495722,0.150954168,0.005833333
김병휘,Heroes (KBO),유격,55.22054912,-0.004032617,-0.092782617,59,71,10,3,0,1,6,5,0,1,0,26,0,0,0,6,3,0.169491525,0.3,0.271186441,0.571186441,0.283929458,-4.297809891,0.028120432,3.914285714,-0.208136715,0.08875
강한울,Lions (KBO),3루,-92.62192056,-0.521799438,-0.532216104,21,25,2,0,0,0,0,0,1,3,0,6,1,0,0,1,1,0.095238095,0.090909091,0.095238095,0.186147186,0.07513594,-6.509622531,0.003308286,2.00952381,-0.0658468,0.010416667
박계범,Bears (KBO),2루,105.8490037,0.092985935,0.084652601,15,20,3,1,0,0,5,0,0,0,0,7,2,1,0,5,0,0.2,0.4,0.266666667,0.666666667,0.355430517,0.158132807,0.211579001,-1.237958649,-0.523185797,0.008333333
김인태,Bears (KBO),좌익,28.26238047,-0.172768039,-0.140268039,23,26,4,0,0,1,2,0,1,0,0,7,1,0,0,3,2,0.173913043,0.230769231,0.304347826,0.535117057,0.245857239,-2.521334103,0.008270715,1.50952381,-0.189617,-0.0325
이주찬,Giants (KBO),3루,18.90654532,-0.131854513,-0.14227118,24,25,4,1,0,1,1,0,0,0,0,9,1,0,0,7,2,0.166666667,0.2,0.333333333,0.533333333,0.232644272,-2.74053845,0.004962429,6.873469388,0.062864223,0.010416667
김웅빈,Heroes (KBO),지명,-20.6166847,-0.505128559,-0.405961893,29,34,3,0,0,0,3,1,0,1,0,14,1,0,0,2,2,0.103448276,0.212121212,0.103448276,0.315569488,0.176826791,-5.543657528,0.011579001,1.50952381,-0.2275404,-0.099166667
고영우,Heroes (KBO),3루,69.98293081,0.182668047,0.061834714,254,290,65,12,2,0,28,1,3,4,0,71,5,0,0,21,35,0.255905512,0.328671329,0.318897638,0.647568966,0.30477793,-11.76728773,0.132331443,2.886061048,-2.24669657,0.120833333
조용호,Wiz (KBO),우익,51.44485168,-0.497361325,-0.291111325,149,165,37,5,0,0,13,0,0,3,0,25,5,5,1,17,13,0.248322148,0.308641975,0.281879195,0.59052117,0.278597153,-10.83002148,0.427976057,3.752745791,-0.75906783,-0.20625
한석현,Dinos (KBO),우익,54.54093102,-0.183482117,-0.092232117,70,73,18,4,1,0,2,1,0,0,0,21,2,2,1,9,3,0.257142857,0.287671233,0.342857143,0.630528376,0.282969654,-4.485940261,-0.219994091,6.005091085,0.133613182,-0.09125
김대한,Bears (KBO),우익,3.070640327,-0.881542417,-0.770292417,75,89,10,1,0,1,8,2,2,2,0,26,1,1,1,10,7,0.133333333,0.229885057,0.186666667,0.416551724,0.210279695,-11.66152746,-0.416685805,4.834920635,-0.074710908,-0.11125
이원석,Heroes (KBO),지명,66.597748,-0.392019869,-0.074103202,91,109,20,4,0,0,14,2,2,0,0,18,2,0,0,5,8,0.21978022,0.330275229,0.263736264,0.594011493,0.299997138,-4.921668234,0.052932577,1.412756849,-1.322296367,-0.317916667
서동욱,Giants (KBO),포수,-44.68161476,-0.337743173,-0.393993173,26,27,3,1,0,0,0,1,0,0,0,8,1,0,0,2,0,0.115384615,0.148148148,0.153846154,0.301994302,0.142840607,-5.280647769,0.004962429,4.826984127,-0.014246391,0.05625
안상현,Landers (KBO),2루,-7.220487601,-0.750613421,-0.781863421,70,75,12,1,0,0,4,0,0,1,0,14,0,1,1,3,2,0.171428571,0.216216216,0.185714286,0.401930502,0.195745841,-10.87049023,-0.421648235,3.45855884,-0.276495746,0.03125
예진원,Heroes (KBO),중견,44.23046684,-0.07264939,-0.08139939,19,21,4,1,0,0,2,0,0,0,0,8,1,0,0,2,0,0.210526316,0.285714286,0.263157895,0.54887218,0.268408492,-1.583165774,0.008270715,0.483549784,-0.289098842,0.00875
정보근,Giants (KBO),포수,17.00198742,-0.661629751,-0.949129751,131,138,29,0,1,2,3,0,0,4,0,30,5,0,0,9,7,0.221374046,0.23880597,0.282442748,0.521248718,0.229954522,-15.48306255,0.047970148,2.114513438,-0.956205112,0.2875
한동희,Giants (KBO),지명,32.76774486,-0.295889544,-0.190889544,35,36,9,2,0,0,0,0,0,0,1,9,1,0,0,1,3,0.257142857,0.277777778,0.314285714,0.592063492,0.252220031,-3.27182652,0.011579001,0.815384615,-0.44864792,-0.105
이호연,Wiz (KBO),3루,-36.66272865,-0.586477602,-0.604394269,41,43,6,1,0,0,1,0,0,1,0,12,2,0,0,3,0,0.146341463,0.166666667,0.170731707,0.337398374,0.154165441,-7.943806047,0.009924858,1.586699507,-0.260061501,0.017916667
안주형,Lions (KBO),2루,21.64477952,-0.912030731,-0.981197397,142,166,31,2,0,0,11,1,0,12,0,39,3,4,2,24,8,0.218309859,0.279220779,0.232394366,0.511615145,0.236511399,-17.58272217,-0.425100896,5.041486542,-0.104150908,0.069166667
김태근,Bears (KBO),좌익,-32.6767513,-0.484642021,-0.450892021,23,27,2,0,0,0,0,3,0,1,0,10,0,0,1,7,1,0.086956522,0.192307692,0.086956522,0.279264214,0.159794718,-4.842489434,-0.638189665,-32.52224687,-0.378241107,-0.03375
임지열,Heroes (KBO),우익,-5.990948999,-0.648520053,-0.577270053,49,57,5,0,0,1,7,0,1,0,0,16,2,0,0,4,5,0.102040816,0.210526316,0.163265306,0.373791622,0.197482282,-8.166833942,0.018195573,0.992207792,-0.474062162,-0.07125
김성현,Landers (KBO),2루,58.98062541,-0.030866673,-0.100450006,141,167,32,3,1,1,16,4,1,5,0,28,7,2,0,21,15,0.226950355,0.320987654,0.283687943,0.604675598,0.289239702,-9.260098246,0.477744723,4.084530752,-0.572146538,0.069583333
허도환,Twins (KBO),포수,31.27034271,-0.304689051,-0.523439051,80,105,11,2,0,0,9,10,1,5,0,26,4,0,1,10,11,0.1375,0.3,0.1625,0.4625,0.250105295,-9.755365962,-0.600144375,4.623547131,-0.128880169,0.21875
오재일,Wiz (KBO),1루,87.70117726,0.127136266,0.841719599,296,343,72,18,1,11,36,2,9,0,0,88,7,0,0,33,45,0.243243243,0.320699708,0.422297297,0.742997006,0.329800882,-5.702532259,0.132331443,2.041448149,-3.162603193,-0.714583333
이승원,Heroes (KBO),유격,-48.47910786,-0.58845729,-0.63970729,37,41,4,1,0,0,2,0,0,2,0,13,2,0,0,3,1,0.108108108,0.153846154,0.135135135,0.288981289,0.13747752,-8.229231785,0.008270715,1.533333333,-0.226111829,0.05125
이재상,Heroes (KBO),유격,9.465042094,-0.562083357,-0.673333357,84,89,16,1,0,1,2,2,0,1,0,33,0,0,0,7,5,0.19047619,0.227272727,0.238095238,0.465367965,0.219310318,-10.89221987,0.029774575,3.414285714,-0.320888277,0.11125
김인환,Eagles (KBO),좌익,56.39509895,-0.459079969,-0.281579969,130,142,31,2,0,1,10,2,0,0,0,31,5,0,0,11,7,0.238461538,0.302816901,0.276923077,0.579739978,0.28558824,-8.370159587,0.066165722,1.27234924,-1.611805828,-0.1775
전의산,Landers (KBO),1루,-40.53566694,-1.109282058,-0.978032058,57,63,5,0,0,1,5,0,1,0,0,15,3,0,1,3,3,0.087719298,0.158730159,0.140350877,0.299081036,0.148695806,-11.96843036,-0.631573093,1.172899729,-0.330317127,-0.13125
하재훈,Landers (KBO),우익,73.68226418,0.24540241,0.63790241,287,314,72,19,0,10,18,2,5,2,0,88,5,15,2,40,36,0.25087108,0.294871795,0.421602787,0.716474582,0.310002389,-11.17090246,1.811290251,5.351397543,0.038636311,-0.3925
